rating,searchterm,address,types,name,id,rating_n,populartimes,coordinates
3.9,"KFC 35 Jln Mas Puteh, Singapore 128635","35 Jln Mas Puteh, Singapore 128635","['restaurant', 'food', 'point_of_interest', 'establishment']",KFC,ChIJXwEItZIa2jERrUdf7yR4oOY,15,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 69, 84, 82, 71, 61, 58, 61, 56, 46, 28, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 84, 82, 56, 53, 66, 79, 82, 71, 56, 38, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 87, 84, 79, 100, 89, 53, 53, 66, 69, 51, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 61, 69, 58, 43, 38, 48, 64, 71, 69, 56, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 43, 58, 64, 56, 48, 48, 56, 61, 53, 38, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 53, 61, 64, 61, 64, 64, 61, 51, 41, 30, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 61, 69, 69, 64, 56, 53, 58, 61, 48, 30, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3084264, 'lng': 103.7622036}"
3.3,"Canteen Chuang Hock 18 Gul Street 3, Singapore","18 Gul Street 3, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",Canteen Chuang Hock,ChIJHd9mv5EF2jERYde-2gQ6f1I,15,"[{'data': [0, 0, 0, 0, 0, 0, 6, 29, 37, 17, 14, 71, 100, 42, 19, 23, 19, 8, 1, 1, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 15, 32, 35, 21, 22, 55, 78, 50, 17, 18, 25, 14, 0, 1, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 17, 32, 30, 14, 10, 39, 73, 54, 19, 13, 13, 4, 1, 1, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 19, 36, 31, 14, 19, 49, 67, 46, 17, 12, 17, 12, 3, 1, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 16, 29, 28, 16, 12, 44, 74, 41, 24, 19, 12, 5, 0, 1, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 7, 25, 20, 8, 14, 25, 23, 11, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3169789, 'lng': 103.666923}"
3.9,"Jurong West 505 Market & Food Centre 505 Jurong West Street 52, Singapore 640505","505 Jurong West Street 52, Singapore 640505","['restaurant', 'food', 'point_of_interest', 'establishment']",Jurong West 505 Market & Food Centre,ChIJo6zVvtwP2jERyf2Nuhm97cM,438,"[{'data': [0, 0, 0, 0, 0, 0, 5, 10, 15, 19, 23, 28, 32, 28, 19, 11, 13, 22, 31, 29, 18, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 11, 21, 30, 35, 37, 41, 44, 35, 19, 8, 12, 24, 35, 32, 19, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 11, 22, 32, 38, 42, 46, 46, 37, 22, 11, 13, 24, 33, 32, 19, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 11, 21, 30, 35, 39, 41, 39, 31, 21, 12, 12, 20, 31, 32, 21, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 10, 24, 35, 38, 37, 39, 40, 32, 19, 12, 15, 25, 33, 32, 22, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 12, 32, 53, 65, 67, 63, 56, 43, 30, 23, 24, 28, 30, 27, 19, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 10, 32, 65, 92, 100, 90, 72, 52, 35, 26, 26, 31, 34, 30, 22, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3498657, 'lng': 103.7181654}"
3.7,"Megumi Japanese Restaurant (Sunset Way) 106 Clementi Street 12, #01-64, Sunset Way, Singapore 120106","106 Clementi Street 12, #01-64, Sunset Way, Singapore 120106","['restaurant', 'food', 'point_of_interest', 'establishment']",Megumi Japanese Restaurant (Sunset Way),ChIJE-24vYMa2jEREYW1p01AcCc,19,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44, 38, 5, 0, 0, 0, 26, 61, 41, 8, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 17, 0, 0, 0, 0, 20, 41, 41, 20, 5, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 11, 11, 0, 0, 0, 38, 94, 100, 44, 8, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 5, 0, 0, 0, 76, 100, 76, 35, 8, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 41, 20, 0, 0, 0, 50, 70, 41, 11, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3219321, 'lng': 103.7701258}"
4.4,"Hao Wei Xiao Chu 271 Bukit Batok East Ave 4, Singapore 650271","271 Bukit Batok East Ave 4, Singapore 650271","['restaurant', 'food', 'point_of_interest', 'establishment']",Hao Wei Xiao Chu,ChIJB1KZNEIQ2jERP3j60HXdKWs,12,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 50, 28, 19, 25, 35, 43, 44, 37, 26, 16, 8], 'name': 'Monday'}, {'data': [4, 1, 0, 0, 0, 1, 11, 37, 67, 67, 41, 41, 83, 91, 44, 17, 22, 37, 50, 58, 55, 43, 28, 14], 'name': 'Tuesday'}, {'data': [7, 0, 0, 0, 0, 0, 1, 16, 71, 76, 20, 22, 58, 55, 20, 10, 19, 37, 55, 65, 62, 47, 28, 13], 'name': 'Wednesday'}, {'data': [5, 0, 0, 0, 0, 1, 13, 56, 100, 86, 58, 56, 55, 38, 20, 13, 19, 32, 47, 55, 47, 32, 17, 7], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 1, 10, 32, 56, 52, 28, 25, 67, 77, 31, 10, 16, 28, 43, 52, 53, 46, 32, 17], 'name': 'Friday'}, {'data': [8, 0, 0, 0, 2, 7, 17, 37, 62, 86, 98, 92, 71, 46, 23, 13, 13, 28, 53, 70, 64, 44, 61, 53], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 62, 43, 29, 28, 40, 61, 73, 65, 43, 20, 7], 'name': 'Sunday'}]","{'lat': 1.3481553, 'lng': 103.7586838}"
4.3,"Island Penang Kitchen 721 Clementi West Street 2, Singapore","721 Clementi West Street 2, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",Island Penang Kitchen,ChIJEYbG7_Ea2jERzPiMfCb8yVY,82,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 43, 39, 17, 0, 0, 9, 24, 33, 26, 11, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32, 27, 6, 0, 0, 3, 13, 23, 19, 7, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 82, 64, 12, 0, 0, 8, 22, 33, 32, 18, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 57, 41, 11, 0, 0, 5, 29, 59, 39, 8, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 64, 47, 12, 0, 0, 11, 33, 55, 49, 23, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 35, 37, 23, 0, 0, 16, 58, 100, 82, 32, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 70, 58, 21, 0, 0, 33, 76, 91, 56, 17, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3024071, 'lng': 103.7644496}"
4.1,"Al amaan Restaurant 12 Clementi Rd, Singapore 129742","12 Clementi Rd, Singapore 129742","['restaurant', 'food', 'point_of_interest', 'establishment']",Al amaan Restaurant,ChIJpbpdPPwa2jER3qzoPX12xE8,185,"[{'data': [48, 33, 17, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 39, 22, 9, 8, 15, 26, 40, 55, 66, 70, 65], 'name': 'Monday'}, {'data': [54, 40, 25, 0, 0, 0, 0, 0, 0, 0, 0, 21, 38, 34, 16, 7, 8, 15, 26, 41, 57, 74, 87, 90], 'name': 'Tuesday'}, {'data': [78, 57, 35, 0, 0, 0, 0, 0, 0, 0, 0, 21, 36, 32, 16, 6, 7, 16, 32, 54, 77, 91, 92, 79], 'name': 'Wednesday'}, {'data': [59, 38, 22, 0, 0, 0, 0, 0, 0, 0, 0, 20, 46, 47, 22, 6, 5, 12, 23, 40, 60, 75, 82, 76], 'name': 'Thursday'}, {'data': [61, 41, 24, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 37, 29, 16, 11, 14, 21, 29, 41, 61, 86, 100], 'name': 'Friday'}, {'data': [90, 64, 34, 0, 0, 0, 0, 0, 0, 0, 0, 16, 20, 21, 18, 16, 16, 21, 32, 46, 61, 72, 75, 70], 'name': 'Saturday'}, {'data': [57, 41, 27, 0, 0, 0, 0, 0, 0, 0, 0, 22, 29, 32, 30, 25, 23, 30, 45, 61, 69, 67, 61, 56], 'name': 'Sunday'}]","{'lat': 1.292804, 'lng': 103.768533}"
3.7,"McDonald's Singapore Science Centre 15 Science Centre Rd, Kinetic Garden Singapore Science Centre, Singapore 609081","15 Science Centre Rd, Kinetic Garden Singapore Science Centre, Singapore 609081","['restaurant', 'food', 'point_of_interest', 'establishment']",McDonald's Singapore Science Centre,ChIJY618FAQQ2jERpKUlvyZY_hY,31,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 63, 72, 63, 36, 18, 27, 45, 45, 27, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 36, 63, 72, 72, 54, 45, 54, 90, 90, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 45, 63, 63, 45, 27, 9, 27, 81, 72, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 81, 100, 72, 36, 18, 18, 27, 27, 27, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 27, 18, 27, 45, 63, 72, 63, 45, 27, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3334936, 'lng': 103.7366467}"
3.8,"Sangsuria Family Restaurant & Catering West Coast Plaza #01-04, 154 West Coast Road (S)127371, Singapore","West Coast Plaza #01-04, 154 West Coast Road (S)127371, Singapore","['restaurant', 'food', 'point_of_interest', 'establishment']",Sangsuria Family Restaurant & Catering,ChIJbW_bh_Ea2jERATdQRnJoML0,757,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 31, 44, 47, 39, 28, 23, 31, 47, 57, 52, 34, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 39, 57, 58, 43, 26, 22, 33, 49, 55, 46, 28, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 40, 54, 57, 46, 32, 27, 36, 51, 58, 48, 28, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 37, 57, 61, 45, 27, 24, 36, 53, 59, 49, 30, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 41, 59, 62, 49, 32, 28, 41, 63, 75, 65, 41, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 63, 74, 77, 71, 62, 59, 68, 82, 85, 68, 40, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 84, 99, 100, 87, 72, 69, 79, 91, 87, 63, 34, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3034723, 'lng': 103.7658856}"
4.1,"Toby's The Dessert Asylum 8 Boon Lay Way, #01-35, Tradehub21, Singapore 609964","8 Boon Lay Way, #01-35, Tradehub21, Singapore 609964","['restaurant', 'food', 'point_of_interest', 'establishment']",Toby's The Dessert Asylum,ChIJN7tQynEY2jERUls6BerfE-A,25,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 28, 28, 13, 5, 11, 26, 43, 49, 39, 20, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 62, 52, 35, 33, 32, 24, 32, 43, 20, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 26, 37, 37, 26, 15, 15, 35, 58, 54, 26, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 28, 30, 24, 16, 11, 18, 32, 35, 24, 9, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 35, 37, 32, 22, 18, 22, 30, 39, 39, 32, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 32, 33, 26, 13, 9, 30, 81, 100, 54, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 45, 41, 39, 30, 24, 43, 64, 54, 26, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3280295, 'lng': 103.7525319}"
4.2,"D' Life 428 Jurong West Avenue 1 #01-256, Singapore 640428","428 Jurong West Avenue 1 #01-256, Singapore 640428","['restaurant', 'food', 'point_of_interest', 'establishment']",D' Life,ChIJs9HpItkP2jERARN7osXzrpg,26,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 37, 39, 14, 1, 1, 8, 26, 42, 41, 23, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 28, 34, 24, 10, 6, 19, 46, 64, 52, 25, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26, 42, 22, 3, 3, 21, 57, 71, 41, 11, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 30, 33, 17, 3, 2, 24, 60, 44, 8, 1, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 29, 33, 22, 7, 1, 13, 61, 100, 58, 12, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 28, 46, 50, 35, 16, 10, 24, 62, 83, 57, 20, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 30, 39, 40, 34, 26, 26, 47, 79, 86, 56, 20, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3517281, 'lng': 103.7253894}"
4.7,"Legacy Seafood 10 Science Centre Rd, Singapore 609079","10 Science Centre Rd, Singapore 609079","['restaurant', 'food', 'point_of_interest', 'establishment']",Legacy Seafood,ChIJqQRwXQYQ2jERX4zMfG-n_DI,10,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 16, 8, 4, 4, 8, 13, 14, 12, 7, 3, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 7, 8, 8, 7, 8, 16, 25, 23, 13, 3, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 8, 5, 2, 1, 7, 24, 42, 40, 21, 5, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 10, 8, 6, 4, 3, 10, 18, 21, 11, 2, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 7, 6, 5, 3, 8, 24, 40, 36, 17, 4, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 11, 10, 6, 2, 1, 14, 65, 100, 52, 8, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 17, 24, 17, 6, 5, 14, 31, 44, 42, 27, 12, 0], 'name': 'Sunday'}]","{'lat': 1.33062, 'lng': 103.7381923}"
4.0,"Tenryu Dining & Teahouse 17 Dairy Farm Rd, Singapore 679043","17 Dairy Farm Rd, Singapore 679043","['restaurant', 'food', 'point_of_interest', 'establishment']",Tenryu Dining & Teahouse,ChIJC1gWWasR2jERoWf_6kPL1eY,51,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 12, 3, 0, 0, 2, 14, 26, 21, 7, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 15, 14, 0, 0, 16, 29, 34, 25, 11, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 28, 16, 0, 0, 8, 28, 47, 38, 15, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 23, 16, 5, 0, 0, 15, 66, 100, 48, 7, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 35, 15, 0, 0, 16, 53, 73, 41, 8, 0, 0], 'name': 'Sunday'}]","{'lat': 1.365277, 'lng': 103.769724}"
3.8,"黄土地西安小吃 #01-13/14,, 3151 Commonwealth Ave W, CityVibe, Singapore 129581","#01-13/14,, 3151 Commonwealth Ave W, CityVibe, Singapore 129581","['restaurant', 'food', 'point_of_interest', 'establishment']",黄土地西安小吃,ChIJ77V5QI4a2jERU_5bW6HbOaU,20,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 53, 38, 7, 0, 0, 7, 38, 73, 42, 7, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 42, 46, 30, 11, 7, 15, 46, 69, 57, 26, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 50, 65, 53, 23, 11, 19, 50, 73, 61, 26, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46, 57, 30, 7, 11, 30, 61, 65, 42, 15, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 38, 50, 30, 7, 0, 0, 23, 96, 57, 3, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 65, 92, 65, 23, 15, 34, 69, 73, 46, 15, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 96, 100, 53, 19, 23, 65, 100, 88, 42, 11, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3142228, 'lng': 103.7651362}"
4.1,"Al-Ameen Food Court 5 Chu Lin Rd, Singapore 669893","5 Chu Lin Rd, Singapore 669893","['restaurant', 'food', 'point_of_interest', 'establishment']",Al-Ameen Food Court,ChIJs7iS704Q2jER9mIkj_NwjFs,25,"[{'data': [0, 0, 0, 0, 0, 0, 0, 1, 30, 82, 86, 61, 63, 69, 59, 40, 26, 26, 38, 50, 50, 36, 17, 1], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 3, 25, 50, 57, 48, 34, 32, 34, 34, 26, 17, 11, 17, 34, 44, 32, 9], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 23, 63, 67, 36, 25, 32, 42, 44, 38, 26, 13, 5, 15, 40, 48, 23], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 23, 46, 44, 23, 13, 17, 26, 32, 34, 28, 25, 30, 50, 57, 34, 5], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 11, 32, 42, 32, 15, 11, 19, 30, 34, 28, 15, 7, 7, 15, 25, 25, 15], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 38, 80, 67, 32, 23, 25, 25, 23, 17, 11, 9, 17, 36, 50, 38, 13], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 1, 26, 82, 100, 53, 13, 3, 9, 15, 21, 25, 26, 25, 21, 15, 7, 1], 'name': 'Sunday'}]","{'lat': 1.3576604, 'lng': 103.7605483}"
3.3,"Sunset Lane 106 Clementi Street 12, Singapore 120106","106 Clementi Street 12, Singapore 120106","['restaurant', 'food', 'point_of_interest', 'establishment']",Sunset Lane,ChIJqXFvqYYa2jERKy4m4ylEJT4,32,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 24, 38, 46, 48, 47, 50, 54, 50, 38], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 14, 19, 25, 33, 45, 58, 62, 59, 49, 35], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 19, 26, 31, 36, 44, 56, 67, 71, 63, 46], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 20, 29, 35, 41, 53, 66, 74, 67, 48, 28], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 25, 41, 55, 66, 76, 84, 91, 100, 99, 75], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 15, 27, 42, 57, 67, 70, 72, 77, 74, 53], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 21, 36, 44, 46, 48, 52, 52, 43, 30, 17], 'name': 'Sunday'}]","{'lat': 1.321948, 'lng': 103.769709}"
4.0,"Cedele Bakery Kitchen - Hill V2 4 Hillview Rise #01-12/13 Hill V2 Hill V2, Singapore 667979","4 Hillview Rise #01-12/13 Hill V2 Hill V2, Singapore 667979","['restaurant', 'bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",Cedele Bakery Kitchen - Hill V2,ChIJw8LJu1IQ2jERNIz_auZ_uHs,9,"[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 52, 55, 47, 34, 26, 26, 34, 40, 37, 26, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 45, 56, 56, 47, 38, 35, 42, 52, 52, 40, 23, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 47, 48, 56, 61, 60, 56, 53, 48, 43, 33, 20, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 47, 61, 53, 35, 30, 39, 44, 40, 36, 32, 20, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 47, 61, 66, 60, 50, 41, 41, 47, 53, 50, 36, 20, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 28, 48, 55, 52, 57, 68, 73, 63, 45, 32, 32, 42, 50, 44, 28, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 27, 54, 83, 100, 97, 84, 69, 64, 65, 65, 60, 48, 34, 21, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3637542, 'lng': 103.7646539}"
