name,rating_n,searchterm,populartimes,coordinates,address,rating,id,types
La Pizzaiola,60,"La Pizzaiola 19 Kalidasa Ave, Singapore 789398","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 11, 2, 0, 0, 9, 31, 53, 47, 21, 5, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 43, 6, 0, 0, 9, 19, 31, 35, 26, 13, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 6, 5, 0, 0, 3, 14, 34, 43, 27, 7, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 38, 7, 0, 0, 9, 48, 96, 69, 18, 1, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 22, 11, 0, 0, 7, 36, 84, 100, 60, 18, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28, 60, 18, 0, 0, 19, 52, 75, 56, 44, 23, 0], 'name': 'Sunday'}]","{'lat': 1.3815423, 'lng': 103.8296865}","19 Kalidasa Ave, Singapore 789398",4.4,ChIJDbCht8kW2jER5frVa0OVx78,"['restaurant', 'food', 'point_of_interest', 'establishment']"
COCA Restaurant,31,"COCA Restaurant 391 Orchard Road #04-23 Takashimaya Shopping Centre, Ngee Ann City,, Singapore 238872","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 25, 35, 37, 30, 30, 42, 55, 45, 25, 7, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 32, 45, 42, 27, 17, 17, 42, 70, 70, 40, 12, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 45, 62, 50, 27, 17, 35, 60, 67, 55, 62, 27, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 65, 80, 60, 30, 20, 35, 60, 80, 75, 50, 22, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 32, 37, 35, 27, 22, 30, 50, 75, 80, 60, 32, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27, 45, 55, 47, 35, 35, 50, 55, 70, 80, 25, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 57, 65, 47, 30, 32, 72, 100, 70, 25, 5, 0], 'name': 'Sunday'}]","{'lat': 1.3025511, 'lng': 103.8348384}","391 Orchard Road #04-23 Takashimaya Shopping Centre, Ngee Ann City,, Singapore 238872",4,ChIJS9Pa8pEZ2jERcPJ12HkzwNE,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Earle Swensen's,34,"Earle Swensen's 1 Harbourfront Walk, #02-117, VivoCity, Singapore 098585","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 47, 50, 31, 20, 26, 37, 43, 46, 45, 36, 21, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23, 47, 65, 58, 35, 20, 31, 62, 84, 69, 34, 10, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29, 63, 87, 76, 44, 24, 28, 45, 60, 57, 40, 20, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32, 64, 74, 52, 25, 18, 28, 41, 47, 41, 27, 13, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39, 82, 97, 69, 39, 41, 70, 96, 100, 74, 41, 17, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 37, 56, 62, 54, 45, 55, 80, 100, 91, 60, 28, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 36, 75, 86, 59, 40, 53, 80, 89, 67, 35, 11, 0], 'name': 'Sunday'}]","{'lat': 1.2634466, 'lng': 103.8229705}","1 Harbourfront Walk, #02-117, VivoCity, Singapore 098585",3.6,ChIJA7UOu1gZ2jERcrEFy-AOKDs,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Aroy-Dee,72,"Aroy-Dee 91 Bencoolen St, Singapore 189652","[{'data': [34, 28, 23, 17, 8, 7, 0, 0, 0, 0, 0, 5, 7, 10, 11, 0, 0, 20, 28, 42, 53, 52, 40, 27], 'name': 'Monday'}, {'data': [20, 15, 13, 11, 18, 5, 0, 0, 0, 0, 0, 10, 23, 24, 13, 0, 0, 21, 36, 50, 60, 59, 49, 34], 'name': 'Tuesday'}, {'data': [21, 18, 27, 30, 31, 10, 0, 0, 0, 0, 0, 5, 17, 21, 11, 0, 0, 8, 23, 46, 71, 81, 68, 42], 'name': 'Wednesday'}, {'data': [20, 7, 5, 26, 10, 7, 0, 0, 0, 0, 0, 8, 13, 17, 24, 0, 0, 44, 50, 53, 55, 52, 49, 42], 'name': 'Thursday'}, {'data': [34, 27, 21, 15, 20, 7, 0, 0, 0, 0, 0, 8, 20, 27, 20, 11, 11, 24, 46, 72, 89, 89, 76, 62], 'name': 'Friday'}, {'data': [57, 59, 53, 37, 30, 21, 0, 0, 0, 0, 0, 7, 7, 7, 7, 11, 20, 37, 62, 88, 100, 92, 75, 57], 'name': 'Saturday'}, {'data': [47, 44, 43, 37, 13, 10, 0, 0, 0, 0, 0, 10, 13, 17, 23, 28, 33, 39, 43, 46, 46, 46, 43, 39], 'name': 'Sunday'}]","{'lat': 1.300287, 'lng': 103.851193}","91 Bencoolen St, Singapore 189652",3.5,ChIJ6UD6ersZ2jERrcoIYH_BPFw,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Common Grill by Collin's,76,"Common Grill by Collin's 217 Bedok North Street 1 #01-77, Singapore 460217","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 46, 34, 15, 7, 12, 23, 28, 25, 15, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 52, 22, 8, 17, 36, 52, 53, 36, 17, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 41, 36, 21, 8, 11, 25, 45, 52, 40, 20, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 53, 50, 23, 6, 11, 28, 48, 52, 34, 14, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 36, 51, 44, 24, 15, 31, 62, 83, 70, 36, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 48, 57, 43, 20, 8, 23, 61, 93, 84, 44, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 54, 63, 44, 24, 30, 64, 100, 100, 63, 24, 0, 0], 'name': 'Sunday'}]","{'lat': 1.326752, 'lng': 103.933572}","217 Bedok North Street 1 #01-77, Singapore 460217",3.8,ChIJxSeDOUs92jERoYW93ryTMwA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Trattoria da Mimmo,21,"Trattoria da Mimmo 3 Clover Way, Singapore 579078","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 11, 0, 0, 0, 9, 25, 46, 48, 32, 13, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 25, 20, 0, 0, 0, 2, 9, 34, 53, 39, 13, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 18, 0, 0, 0, 6, 25, 51, 55, 34, 11, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 37, 39, 0, 0, 0, 13, 34, 62, 83, 76, 48, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 18, 0, 0, 0, 16, 41, 74, 90, 74, 41, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 39, 51, 0, 0, 0, 11, 51, 100, 88, 34, 9, 0], 'name': 'Sunday'}]","{'lat': 1.3502122, 'lng': 103.8431088}","3 Clover Way, Singapore 579078",4.5,ChIJ4UIS3D0X2jERNNeOcuEPgQY,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Yi Pin Tang ( 一品堂）- VIP Soup,2,"Yi Pin Tang ( 一品堂）- VIP Soup 1 Fusionopolis Pl, Singapore 138522","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 70, 60, 33, 16, 23, 0, 10, 20, 20, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 80, 100, 56, 16, 3, 0, 10, 23, 13, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 53, 50, 33, 16, 6, 0, 13, 83, 13, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 56, 76, 66, 33, 10, 0, 3, 30, 20, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 73, 96, 80, 40, 13, 3, 10, 26, 23, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3001591, 'lng': 103.7881616}","1 Fusionopolis Pl, Singapore 138522",5,ChIJSTadPUUa2jER4gk35ZSB15E,"['restaurant', 'food', 'point_of_interest', 'establishment']"
O'Batignolles Wine,80,"O'Batignolles Wine 2 Gemmill Lane, Singapore 069247","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 31, 13, 13, 23, 31, 30, 21, 18, 21, 16], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 40, 18, 5, 5, 20, 48, 68, 65, 53, 41, 26], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 35, 20, 6, 8, 20, 45, 76, 100, 98, 73, 41], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 45, 25, 8, 8, 18, 40, 63, 80, 80, 61, 38], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 61, 28, 13, 21, 38, 60, 80, 91, 90, 76, 56], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 21, 31, 33, 23, 13, 8, 15, 26, 35, 33, 33, 35], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 38, 51, 46, 31, 26, 40, 46, 35, 15, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2825897, 'lng': 103.8469149}","2 Gemmill Lane, Singapore 069247",4.2,ChIJO7y5-gwZ2jERTUqmOTkQIwU,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Brinda's,153,"Brinda's 162 Bukit Merah Central #01-3533, Singapore 150162","[{'data': [33, 20, 9, 1, 2, 2, 2, 2, 2, 5, 21, 46, 63, 54, 30, 13, 11, 19, 33, 47, 55, 53, 43, 29], 'name': 'Monday'}, {'data': [16, 7, 2, 2, 2, 2, 2, 2, 1, 11, 23, 35, 42, 41, 34, 27, 24, 29, 39, 49, 55, 53, 44, 31], 'name': 'Tuesday'}, {'data': [17, 6, 2, 2, 2, 2, 2, 2, 4, 6, 10, 29, 67, 87, 60, 29, 25, 38, 57, 73, 80, 75, 60, 40], 'name': 'Wednesday'}, {'data': [22, 8, 2, 2, 2, 2, 2, 2, 1, 4, 14, 43, 72, 61, 31, 21, 24, 35, 51, 69, 81, 80, 66, 45], 'name': 'Thursday'}, {'data': [25, 11, 4, 2, 2, 2, 2, 2, 1, 11, 28, 46, 62, 67, 62, 51, 43, 44, 55, 73, 90, 100, 96, 81], 'name': 'Friday'}, {'data': [60, 37, 19, 6, 2, 2, 2, 4, 11, 18, 27, 35, 42, 46, 47, 45, 43, 45, 52, 65, 79, 86, 79, 60], 'name': 'Saturday'}, {'data': [37, 16, 3, 2, 2, 2, 2, 2, 2, 11, 26, 44, 60, 68, 67, 60, 55, 56, 61, 68, 71, 69, 60, 47], 'name': 'Sunday'}]","{'lat': 1.2838258, 'lng': 103.8177355}","162 Bukit Merah Central #01-3533, Singapore 150162",3.8,ChIJcZk3aNEb2jERKii_WzL30pA,"['restaurant', 'food', 'point_of_interest', 'establishment']"
The Lounge Bistro,12,"The Lounge Bistro 731 Havelock Rd, Singapore 169650","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 23, 19, 10, 10, 17, 23, 29, 42, 55, 57, 44, 23], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 21, 14, 8, 10, 19, 29, 38, 42, 38, 27, 17], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 38, 31, 12, 4, 8, 23, 38, 38, 36, 31, 23], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 29, 27, 19, 10, 14, 36, 63, 85, 100, 80, 36], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 36, 38, 27, 19, 23, 42, 57, 55, 40, 40, 34], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 21, 23, 19, 12, 14, 31, 53, 55, 38, 25, 27], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 17, 14, 10, 17, 36, 65, 85, 82, 59, 31, 10], 'name': 'Sunday'}]","{'lat': 1.2894892, 'lng': 103.8277448}","731 Havelock Rd, Singapore 169650",4.2,ChIJc6D8A4IZ2jER3jkUoHwC81E,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Bistro 1855,22,"Bistro 1855 3 Temasek Blvd, #01-643 Suntec City Mall East Wing, Singapore 038983","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 35, 27, 13, 8, 12, 21, 26, 30, 38, 40, 24, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 33, 25, 19, 25, 35, 42, 48, 58, 57, 35, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 33, 35, 25, 17, 21, 33, 41, 43, 46, 45, 31, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 38, 33, 24, 23, 39, 65, 87, 90, 71, 43, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 31, 43, 45, 40, 38, 48, 68, 89, 100, 96, 79, 55], 'name': 'Friday'}, {'data': [33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 17, 23, 27, 28, 28, 31, 43, 56, 61, 50, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.2945796, 'lng': 103.8603246}","3 Temasek Blvd, #01-643 Suntec City Mall East Wing, Singapore 038983",3.6,ChIJ0XnKUa8Z2jER3kYWc5v3LxU,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Old Street Bak Kut Teh 老街肉骨茶,97,"Old Street Bak Kut Teh 老街肉骨茶 129 Upper Paya Lebar Rd, Singapore 534840","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 25, 31, 29, 22, 14, 12, 16, 20, 44, 77, 42, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 51, 57, 31, 9, 3, 11, 31, 55, 62, 46, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 51, 55, 35, 14, 16, 35, 37, 40, 61, 53, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 42, 62, 46, 16, 5, 7, 24, 51, 59, 35, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 64, 85, 29, 14, 16, 25, 53, 79, 70, 37, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 33, 40, 35, 22, 18, 37, 74, 100, 85, 46, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 42, 62, 70, 62, 48, 44, 57, 81, 92, 81, 53, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3385635, 'lng': 103.8864379}","129 Upper Paya Lebar Rd, Singapore 534840",3.8,ChIJKY3zxZMX2jERf6msCdFIxOc,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Tandoori Corner,46,"Tandoori Corner 400 Balestier Road, #01-12 Balestier Plaza, Singapore 329802","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 28, 24, 0, 0, 0, 32, 44, 60, 52, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 16, 0, 0, 0, 32, 48, 44, 40, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 16, 0, 0, 0, 24, 36, 40, 32, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 16, 0, 0, 0, 28, 52, 56, 36, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 52, 40, 0, 0, 0, 32, 52, 84, 64, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 40, 36, 0, 0, 0, 32, 72, 92, 60, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 44, 32, 0, 0, 0, 44, 88, 100, 64, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3258373, 'lng': 103.8499999}","400 Balestier Road, #01-12 Balestier Plaza, Singapore 329802",4.4,ChIJU0CzkpEX2jERXkML1VNm1_A,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Cheng Kee Beef Kway Teow (Hougang),10,"Cheng Kee Beef Kway Teow (Hougang) 203 Hougang Street 21, Singapore 530203","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 23, 30, 30, 30, 42, 46, 30, 15, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 23, 34, 38, 30, 23, 26, 23, 0, 0, 0, 0, 0, 0, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 19, 38, 46, 30, 15, 3, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 26, 76, 53, 53, 69, 61, 38, 15, 7, 0, 0, 0, 0, 0, 0, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 42, 73, 61, 69, 100, 92, 53, 26, 23, 0, 0, 0, 0, 0, 0, 0], 'name': 'Sunday'}]","{'lat': 1.3585051, 'lng': 103.8843753}","203 Hougang Street 21, Singapore 530203",4.3,ChIJMYwRObEX2jERwD_Yn84Ed7A,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Sum Kee Food,89,"Sum Kee Food 2 Telok Blangah Street 31, Singapore 108942","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 52, 52, 14, 0, 0, 6, 20, 36, 32, 16, 4, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41, 39, 13, 0, 0, 9, 26, 41, 39, 23, 8, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48, 53, 19, 0, 0, 4, 18, 41, 42, 20, 4, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 54, 61, 6, 0, 0, 13, 32, 46, 40, 20, 6, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 59, 53, 17, 0, 0, 7, 26, 52, 63, 46, 19, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 15, 1, 0, 0, 13, 49, 97, 100, 53, 14, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 35, 24, 0, 0, 29, 72, 99, 77, 34, 8, 0], 'name': 'Sunday'}]","{'lat': 1.2724232, 'lng': 103.8063859}","2 Telok Blangah Street 31, Singapore 108942",3.9,ChIJBbroTsIb2jEROr9uxsKYr5U,"['restaurant', 'food', 'point_of_interest', 'establishment']"
McDonald’s,61,"McDonald’s 35 Teck Whye Avenue, #01-01 Chua Chu Kang Community Club, Singapore 688892","[{'data': [57, 54, 49, 40, 26, 25, 25, 26, 27, 29, 31, 35, 38, 40, 40, 39, 38, 37, 39, 42, 46, 49, 50, 48], 'name': 'Monday'}, {'data': [43, 38, 32, 28, 21, 18, 18, 23, 27, 32, 38, 41, 43, 45, 42, 39, 35, 30, 31, 41, 45, 49, 60, 68], 'name': 'Tuesday'}, {'data': [67, 58, 45, 31, 23, 19, 18, 20, 25, 30, 36, 40, 43, 43, 42, 41, 39, 39, 41, 46, 50, 54, 56, 56], 'name': 'Wednesday'}, {'data': [51, 45, 37, 29, 25, 21, 21, 25, 30, 37, 42, 46, 47, 45, 40, 36, 32, 32, 36, 42, 51, 59, 64, 65], 'name': 'Thursday'}, {'data': [61, 52, 42, 32, 29, 23, 23, 27, 35, 43, 50, 56, 57, 56, 50, 42, 35, 30, 34, 37, 36, 42, 59, 74], 'name': 'Friday'}, {'data': [81, 75, 60, 43, 43, 32, 31, 38, 48, 57, 61, 60, 54, 47, 39, 35, 32, 32, 34, 37, 42, 53, 70, 87], 'name': 'Saturday'}, {'data': [100, 100, 85, 63, 30, 23, 19, 19, 25, 32, 40, 46, 48, 46, 41, 38, 36, 37, 39, 43, 47, 51, 53, 57], 'name': 'Sunday'}]","{'lat': 1.3811561, 'lng': 103.7520863}","35 Teck Whye Avenue, #01-01 Chua Chu Kang Community Club, Singapore 688892",3.7,ChIJJYncfsAR2jERxJCCK5wOs4o,"['restaurant', 'food', 'point_of_interest', 'establishment']"
Carnivore (Marina Bay Sands),60,"Carnivore (Marina Bay Sands) 2 Bayfront Avenue, #01-80 The Shoppes at Marina Bay Sands, Singapore 018972","[{'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'name': 'Monday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 26, 0, 0, 0, 20, 50, 56, 26, 6, 0], 'name': 'Tuesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 30, 23, 0, 0, 0, 40, 53, 50, 36, 16, 0], 'name': 'Wednesday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 26, 6, 0, 0, 0, 36, 63, 63, 33, 10, 0], 'name': 'Thursday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 43, 26, 0, 0, 0, 20, 40, 50, 56, 36, 0], 'name': 'Friday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 40, 23, 0, 0, 0, 76, 100, 90, 53, 20, 0], 'name': 'Saturday'}, {'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 76, 30, 0, 0, 0, 36, 40, 40, 30, 6, 0], 'name': 'Sunday'}]","{'lat': 1.282235, 'lng': 103.857661}","2 Bayfront Avenue, #01-80 The Shoppes at Marina Bay Sands, Singapore 018972",3.9,ChIJkTnZngUZ2jERpgp01hnGgLQ,"['restaurant', 'food', 'point_of_interest', 'establishment']"
